TxHash: 0x838dea170116c7cc3026bf18dfc8ed054392b1885fdb9c28670614aeb07682b4 | CID: QmRwJdFNRuTmAXDHdzscdKB4PW8YhSmQcWNFL3JsPiJ3Va
TxHash: 0x2c5dfaa48f8e57e65a217a9fa58ed953dbcc9bb104f8a3597d6ac84185d17f70 | CID: QmWK5UnBnpRNhyCEn8wzKnZeN5wkmCxwQWhuGGU7jpHc33
TxHash: 0x6f55bcad5311884a69149eaf619197ad5b5fdec1662929ea3920e953dfe48d87 | CID: QmceJsrR4MDRJdTgiLvqSPqSEMK9JjrkbKX8H9JT7s3RbZ
TxHash: 0x980300ab52c4aa6f8feada145fd438c351b862ad34d8f0d2ab21b54efee588ac | CID: QmW5rot3G4XxrYaqCjGaA79nmMk2ta8gSh2vqnQ1Hr9L2a
TxHash: 0x55fee0fbaf1fbdde723d45206f5b08a4b5c60f80d10fa5c0fba321bd37fa9d73 | CID: QmdPJHoFTzUXuenkwiZvXAzBdrdhg9Qn6zyXEEgMWF5kHX
TxHash: 0x91834deffdc995ce6bf7e1bbf4c958cff9251f90cb272b3e672d425e9a29a284 | CID: QmdjX718SjFHWbrhHbETVATcEGeiaFEucXbNPxcznVJxe8
TxHash: 0x8e07f7c7de0f49a9c4f615d3bc52f520d4803ee7b470126995e335e6c4bd6057 | CID: QmbaC3b22zxvbL4w87U7BG8ds4nZHRkwvLGdnK1iqipPAz
TxHash: 0xaa307ab20c3e824cb9645062d7e9e53e1edd7649aa36b9a4143c76ffff8384ce | CID: QmPZFvHY9Q3TT5fcz71feCB3aZgKnpg9rkxGykEqW3cZ9i
TxHash: 0x45789cf84cfd0e237ef3f43e9391b7ca0cdfff4365243dfad1b51674f9563178 | CID: QmcCYw3KNoyzxuv1CLjsGD3nmW4YGkQesQzbwvX3RtEsPU
TxHash: 0x513d1b1009d4a39287c950e5e8ea456325a3d697ddbca9870d7cb580a8dd208f | CID: Qmf8uxM131P6TdLNcmosmZeQZkBuaTEAAqkv7yBt14k8ve
TxHash: 0x5aab5bff41ecb49d680fda9cf96cacecb7e41cbbae95f7ef214fa531ec700a1e | CID: QmRFXNAPTCSaXVpVdC15PuSpV2LWP3dKnGm5w5fVc1qCso
TxHash: 0xdf2d32e6d76d9c9a552dd8e67b877f1edcb7ffc123541b09a40e7ec49138ade9 | CID: QmPoEwCuZ8XSU2KhsYu8AouWyMvrxDwEsBY2F1vWx5KJ7W
TxHash: 0xd9bcd06908b4e49b3b352a640ab2e4b76ae7a67fd93e11b5997da50fa771fa47 | CID: QmdscpQp8DktbH2fL7ajkndN6QF3LQbkoEAEmhDhodoozv
TxHash: 0x7894716f72c6af3a8674b74dc44a474a36c15a091b2c54fe3ec9a54450e65bbd | CID: QmT42j6XdjktgnebREeKQMuFBVjDENGBiUc8Y7Bj579zKq
TxHash: 0xb6aa903cd8eeb066bccdeeb1a8d830f1e108d43785a075f7901f6df53c7a4a6f | CID: QmZ2ZsnmSeDQdL7ttjc4juptej5UhSfVfiUFDpPLadCBBw
TxHash: 0xa6aec542338e5f16efd3314079cb76767343102110910d380deeb87de0539274 | CID: QmXSbCcLbDxZXfvif1WBiNF4GBG1EcjpNNRWipU9qDuonb
TxHash: 0x5d9b41d27d069382d7030fc01852c0c9cb2a5aea9816409708905cb401cd5c5b | CID: QmYn3gMCQ9gFC3KpSkwUjgXvfJrAi7WDzErMox5bqhKswN
Timestamp: 2026-09-17T07:14:44.866Z | TxHash: 0x639a3755b0db54e8a6eaac172030648995838c7f108a4452a9acb51faba916a1 | CID: QmXqz1oJyj8wLEuuEXWJGMpvR1yfBAGdBhBGvpBShxSNbq | Latency: 110.032 ms | IPFS Storage Time: 106.383 ms | Fog Processing Time: 107.504 ms | Throughput: 0.0172 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:11:52.254Z | TxHash: 0x3ca92c28ecefeab3f8e04cd5146b9bf3598bf937d942730494ab298a72f27558 | CID: QmSioRfxN9rC5TP93Lgr2sBYmXbgWAzVg8f3q9895xeeU9 | Latency: 37.574 ms | IPFS Storage Time: 31.702 ms | Fog Processing Time: 33.669 ms | Throughput: 0.0037 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:12:06.672Z | TxHash: 0x5aa2c9b9fe94d7f161bb70f9da112f1dd49f3afb1b4969631a421ffb03cdd9b5 | CID: QmTd3iSaKgUrkZyvLjq4Cyq3LSJYePvCfVMTEH2XF66EP3 | Latency: 32.786 ms | IPFS Storage Time: 29.244 ms | Fog Processing Time: 31.645 ms | Throughput: 0.0038 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:12:42.771Z | TxHash: 0x628777f3c19eeb96e749d1cfe42b604958a1bab8f92ca239ee25dbc6bb4393ab | CID: QmaEBhkSZ69kdJuqjKuH7x5MLpzHAUhCjWMCLxMT8mLNvH | Latency: 27.825 ms | IPFS Storage Time: 25.978 ms | Fog Processing Time: 26.565 ms | Throughput: 0.0039 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:13:35.313Z | TxHash: 0xafb9e0afa2975d5364eb27b0e7dfa0c1d2a284b2c0132c9d71e1cf026b119fbd | CID: QmV7TBuXyStwH6SvJP8FkPJB1P9ZruaVodQFRdKn4Z1iZH | Latency: 29.581 ms | IPFS Storage Time: 27.168 ms | Fog Processing Time: 27.842 ms | Throughput: 0.004 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:14:43.534Z | TxHash: 0x9fd0190efbfb6a51c55c3c933b4511bfdf6e91c0bcb08cffc0429ec99ace3a68 | CID: QmY41CUJpfTEbTCBmrvuvVWXRnFCi6QnXVckpXC4Xdnoqq | Latency: 60.034 ms | IPFS Storage Time: 57.364 ms | Fog Processing Time: 58.707 ms | Throughput: 0.0041 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:15:08.296Z | TxHash: 0xadd6a85a04c0532ebe6cdcf3b5e267c4625237260800ac5ac97d700d29c87ec7 | CID: QmfKJQ4RxT25hLBKB1RswHAPH2AWeM1VenK9DurB6Q2ENF | Latency: 28.967 ms | IPFS Storage Time: 27.304 ms | Fog Processing Time: 27.886 ms | Throughput: 0.0041 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:15:39.864Z | TxHash: 0x5857c31b8decf2e747c9c4a6d3d3704baac35faa0e82efcbca44ef990dcde414 | CID: QmP6pxhQnc6BRuEHFQA9D14iVhJFXUUbPm2zVQuHvaWFJP | Latency: 32.759 ms | IPFS Storage Time: 30.963 ms | Fog Processing Time: 31.765 ms | Throughput: 0.0042 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:16:58.750Z | TxHash: 0x915bacfc68e9ceebb61974fb02583f9048f26a98078d856149fc7ca3e46ade1e | CID: QmToTKnPGTZ6uay9wUT9vVo7tdviuWZKg1EpDXJsCiss2a | Latency: 50.676 ms | IPFS Storage Time: 48.359 ms | Fog Processing Time: 49.548 ms | Throughput: 0.0043 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:18:12.415Z | TxHash: 0x1909b1b4db63ffaba18565f1677e05c0c0e38e9a48d06e0a231052cf695698ad | CID: QmQQCycdfzdcXeaurVJ1oeAqZ74RyaZwjAPUzvomZAPSLX | Latency: 106.187 ms | IPFS Storage Time: 104.71 ms | Fog Processing Time: 105.321 ms | Throughput: 0.0043 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:18:58.508Z | TxHash: 0x4326ee94e14821c7784d7e2bffbb4590f8dbcd827a27bd7dc998d5bcfde1ff87 | CID: QmUS2QbHFaVtDrBPtj1c9PMtoXTt81QsFaiJtjfs3JdhcL | Latency: 39.21 ms | IPFS Storage Time: 35.449 ms | Fog Processing Time: 36.046 ms | Throughput: 0.0044 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:19:42.800Z | TxHash: 0xbf728ded899ce2031497881b0f2a6f2e4556b31fa3236c56b7bb726cefac1795 | CID: QmdSRghapP1YFyLM28zxc96rQ67RZLNQ97PFi1kqvYxLAQ | Latency: 17.371 ms | IPFS Storage Time: 15.285 ms | Fog Processing Time: 16.008 ms | Throughput: 0.0045 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:20:35.241Z | TxHash: 0x703a0faebf0889228cc6f647b8282e0267a042b857387b053e588f6e17da5421 | CID: QmY1QCvfugaaGHvLcGGikWS6R2aAzNDpzYpuzXFHY8qmMG | Latency: 42.506 ms | IPFS Storage Time: 38.108 ms | Fog Processing Time: 39.059 ms | Throughput: 0.0046 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:20:59.969Z | TxHash: 0x0aee1a716597220b9ae243852cfc2015475698300ad09435540f31cfb091c4a7 | CID: QmYNJ468sQfyt5UqxRACcWTPgd24Dms81PzGk8W5KZBUER | Latency: 33.274 ms | IPFS Storage Time: 24.123 ms | Fog Processing Time: 25.758 ms | Throughput: 0.0046 TPS | Status: SUCCESS
Timestamp: 2026-09-17T10:21:37.589Z | TxHash: 0x47e6c3147ec9e64d93fdef516a99b583d114c46d7f9fd1abff127afaeeba37dc | CID: QmbNrbPSX5KFG78zMoGx6Ld1GR5A6vY6jSejijYCquZUQ1 | Latency: 73.431 ms | IPFS Storage Time: 64.206 ms | Fog Processing Time: 65.229 ms | Throughput: 0.0047 TPS | Status: SUCCESS
